                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    110,                0.83487,                 0.7919,                 1.0615,                0.76422,                0.34259,                0.41676,                0.28964,                 1.3166,                 1.7303,                  1.498,              0.0089209,              0.0089209,              0.0089209
                    111,                0.81482,                0.78555,                 1.0512,                0.62418,                0.40461,                0.42956,                0.30895,                 1.3333,                 1.7588,                 1.5362,               0.008911,               0.008911,               0.008911
                    112,                0.81205,                0.77744,                 1.0531,                0.63726,                0.43398,                 0.4068,                0.29581,                 1.3148,                 1.8165,                 1.5173,              0.0089011,              0.0089011,              0.0089011
                    113,                0.80281,                0.75184,                 1.0574,                0.63791,                0.39291,                0.40039,                0.28737,                 1.3362,                 1.8885,                 1.5265,              0.0088912,              0.0088912,              0.0088912
                    114,                0.82469,                 0.7641,                 1.0604,                0.55853,                0.40883,                0.39099,                0.28072,                 1.2999,                 1.9261,                 1.5067,              0.0088813,              0.0088813,              0.0088813
                    115,                0.83257,                0.77452,                 1.0694,                0.54929,                0.42774,                 0.4114,                0.28891,                  1.365,                 1.8196,                 1.5702,              0.0088714,              0.0088714,              0.0088714
                    116,                0.80534,                0.73949,                 1.0499,                0.66824,                0.41866,                 0.4485,                0.31892,                 1.2941,                 1.6848,                 1.5096,              0.0088615,              0.0088615,              0.0088615
                    117,                0.81077,                 0.7449,                 1.0471,                0.61293,                0.45695,                0.47108,                0.31764,                 1.3216,                  1.771,                 1.5084,              0.0088516,              0.0088516,              0.0088516
                    118,                0.81679,                0.76942,                 1.0572,                0.58571,                 0.4531,                0.42925,                0.30959,                 1.2839,                 1.8233,                 1.4965,              0.0088417,              0.0088417,              0.0088417
                    119,                0.79376,                0.74937,                 1.0433,                0.57155,                0.43661,                0.41808,                0.30582,                 1.3139,                 1.7877,                  1.528,              0.0088318,              0.0088318,              0.0088318
                    120,                0.79459,                0.72405,                 1.0358,                0.60164,                0.39414,                0.43911,                0.30517,                 1.3338,                  1.793,                  1.557,              0.0088219,              0.0088219,              0.0088219
                    121,                0.79262,                 0.7538,                 1.0389,                0.63053,                0.45155,                0.47716,                0.31721,                 1.3085,                 1.8802,                 1.5313,               0.008812,               0.008812,               0.008812
                    122,                0.79326,                0.71941,                 1.0361,                0.64956,                0.40938,                0.41903,                0.29861,                 1.3188,                 1.8595,                 1.5199,              0.0088021,              0.0088021,              0.0088021
                    123,                 0.8071,                0.70901,                 1.0524,                0.55174,                0.40879,                0.39376,                0.28913,                 1.3267,                 1.7312,                 1.5374,              0.0087922,              0.0087922,              0.0087922
                    124,                0.77533,                0.70229,                 1.0302,                0.64428,                0.37511,                0.39689,                 0.2964,                 1.3051,                 1.8213,                 1.5081,              0.0087823,              0.0087823,              0.0087823
                    125,                0.79368,                0.72539,                 1.0389,                0.71293,                0.37643,                0.43039,                0.29777,                 1.3232,                 1.8293,                  1.519,              0.0087724,              0.0087724,              0.0087724
                    126,                0.77844,                0.69893,                 1.0354,                0.59363,                0.42767,                0.43864,                0.30552,                 1.3045,                 1.7891,                 1.5158,              0.0087625,              0.0087625,              0.0087625
                    127,                0.78874,                0.71295,                 1.0376,                0.57695,                0.44303,                0.43678,                0.30419,                 1.3255,                 1.7834,                 1.5308,              0.0087526,              0.0087526,              0.0087526
                    128,                  0.772,                0.71211,                 1.0309,                0.57012,                0.46852,                0.43596,                0.28107,                 1.3336,                 1.9263,                 1.5305,              0.0087427,              0.0087427,              0.0087427
                    129,                0.79077,                 0.7024,                 1.0339,                0.70581,                0.40233,                  0.428,                0.28297,                 1.3186,                 1.7914,                 1.5222,              0.0087328,              0.0087328,              0.0087328
                    130,                0.78697,                0.68278,                 1.0389,                0.66752,                0.41941,                0.45305,                0.31516,                  1.295,                 1.7548,                 1.5118,              0.0087229,              0.0087229,              0.0087229
                    131,                0.77775,                0.69682,                 1.0251,                 0.4876,                0.46559,                0.42514,                0.28378,                 1.2889,                 1.7771,                 1.4982,               0.008713,               0.008713,               0.008713
                    132,                0.78574,                0.71383,                 1.0306,                0.71319,                 0.3831,                0.41256,                0.29951,                 1.2844,                 1.8726,                 1.5061,              0.0087031,              0.0087031,              0.0087031
                    133,                0.77122,                0.68838,                 1.0311,                0.63097,                0.38648,                0.41697,                0.29763,                 1.3022,                 1.9041,                 1.5086,              0.0086932,              0.0086932,              0.0086932
                    134,                0.77083,                0.69245,                 1.0307,                0.68746,                0.41632,                  0.422,                0.28623,                 1.3462,                 1.8754,                 1.5633,              0.0086833,              0.0086833,              0.0086833
                    135,                0.76383,                0.68904,                 1.0367,                0.48997,                0.39878,                0.42362,                0.29718,                  1.329,                 1.9202,                 1.5469,              0.0086734,              0.0086734,              0.0086734
                    136,                0.76464,                0.68802,                 1.0252,                0.56278,                0.46974,                0.42222,                0.30052,                 1.3403,                 1.8046,                 1.5575,              0.0086635,              0.0086635,              0.0086635
                    137,                0.76096,                0.69021,                 1.0279,                0.57096,                0.39615,                0.41978,                0.29642,                 1.3441,                   1.97,                  1.526,              0.0086536,              0.0086536,              0.0086536
                    138,                0.75272,                0.68229,                 1.0212,                 0.5008,                 0.4142,                0.41593,                0.29189,                 1.3413,                 1.9141,                 1.5442,              0.0086437,              0.0086437,              0.0086437
                    139,                 0.7756,                0.68945,                 1.0349,                 0.7202,                0.36428,                0.40914,                0.29817,                 1.3463,                 1.9953,                 1.5493,              0.0086338,              0.0086338,              0.0086338
                    140,                0.77919,                0.68763,                 1.0311,                0.70525,                0.36069,                0.40213,                0.27749,                 1.3329,                 1.9218,                 1.5321,              0.0086239,              0.0086239,              0.0086239
                    141,                0.77775,                0.67883,                 1.0279,                0.72261,                0.35482,                0.40881,                0.29546,                 1.3326,                 1.9949,                 1.5402,               0.008614,               0.008614,               0.008614
                    142,                0.76864,                 0.6872,                  1.025,                0.59894,                0.41026,                0.41141,                0.30884,                 1.3436,                 1.9365,                 1.5252,              0.0086041,              0.0086041,              0.0086041
                    143,                0.74988,                0.67145,                 1.0161,                0.62083,                0.40612,                0.42697,                0.29647,                 1.3358,                 1.8902,                 1.5586,              0.0085942,              0.0085942,              0.0085942
                    144,                0.75912,                0.65737,                  1.021,                 0.6994,                0.35668,                0.40761,                0.29858,                 1.3356,                 1.8188,                 1.5266,              0.0085843,              0.0085843,              0.0085843
                    145,                0.74931,                0.65779,                  1.011,                0.60884,                0.43509,                0.45974,                0.30632,                 1.3248,                 1.9208,                 1.5345,              0.0085744,              0.0085744,              0.0085744
                    146,                0.75634,                 0.6625,                 1.0278,                0.57931,                0.44555,                0.43331,                0.30756,                 1.3098,                 1.8576,                  1.522,              0.0085645,              0.0085645,              0.0085645
                    147,                0.74828,                0.64794,                 1.0156,                0.51192,                0.44614,                0.39653,                  0.297,                 1.2982,                 1.8997,                 1.5362,              0.0085546,              0.0085546,              0.0085546
                    148,                0.75259,                 0.6388,                   1.01,                0.68692,                0.37281,                0.41425,                0.29607,                 1.3231,                  1.878,                 1.5509,              0.0085447,              0.0085447,              0.0085447
                    149,                0.74343,                0.65212,                 1.0163,                0.60814,                0.40114,                0.37283,                0.26806,                 1.2996,                 1.8958,                 1.5161,              0.0085348,              0.0085348,              0.0085348
                    150,                 0.7296,                0.64007,                   1.01,                0.58238,                0.40016,                0.40995,                0.28702,                 1.3036,                 1.9656,                 1.5426,              0.0085249,              0.0085249,              0.0085249
                    151,                0.74656,                0.65179,                 1.0124,                0.62244,                0.37281,                0.38127,                0.28414,                 1.2947,                  1.827,                 1.5147,               0.008515,               0.008515,               0.008515
                    152,                0.73179,                0.64091,                 1.0037,                0.61181,                0.40541,                0.40576,                0.27926,                 1.3154,                 1.9868,                 1.5321,              0.0085051,              0.0085051,              0.0085051
                    153,                0.74535,                0.66877,                  1.012,                0.67472,                0.37801,                0.38512,                0.28645,                 1.3005,                 1.9732,                 1.5223,              0.0084952,              0.0084952,              0.0084952
                    154,                0.72967,                0.63554,                 1.0028,                0.43367,                0.45089,                0.41804,                0.29181,                 1.3146,                 1.9559,                  1.533,              0.0084853,              0.0084853,              0.0084853
                    155,                0.73907,                0.64551,                 1.0145,                0.65972,                0.34414,                0.39188,                0.28449,                  1.313,                 2.0102,                 1.5458,              0.0084754,              0.0084754,              0.0084754
                    156,                0.73355,                0.63269,                 1.0034,                0.72921,                0.33817,                0.38783,                0.28562,                 1.3392,                 1.9326,                 1.5624,              0.0084655,              0.0084655,              0.0084655
                    157,                0.73738,                0.65698,                 1.0126,                0.60862,                0.37785,                 0.4065,                0.28156,                 1.3139,                 1.9208,                 1.5382,              0.0084556,              0.0084556,              0.0084556
                    158,                0.73401,                0.64105,                 1.0147,                0.59103,                0.39479,                0.39605,                0.27137,                 1.3518,                 1.9934,                 1.5657,              0.0084457,              0.0084457,              0.0084457
                    159,                0.73144,                 0.6259,                  1.009,                0.75963,                0.36734,                0.42088,                0.29913,                 1.2967,                 1.8639,                  1.566,              0.0084358,              0.0084358,              0.0084358
                    160,                0.71719,                  0.639,                0.99975,                0.67995,                0.36854,                0.39906,                0.29906,                  1.339,                 1.9085,                 1.5772,              0.0084259,              0.0084259,              0.0084259
                    161,                0.73107,                0.62907,                 1.0041,                0.59807,                0.40926,                0.45598,                0.31482,                   1.34,                 1.8798,                 1.5876,               0.008416,               0.008416,               0.008416
                    162,                0.73044,                0.61493,                 1.0065,                0.67567,                0.36889,                0.40566,                0.30824,                 1.2813,                 1.8877,                 1.5302,              0.0084061,              0.0084061,              0.0084061
                    163,                0.71469,                0.60407,                0.99559,                0.49846,                0.44302,                0.42094,                0.30025,                 1.2943,                  1.797,                 1.5323,              0.0083962,              0.0083962,              0.0083962
                    164,                0.72439,                0.61889,                 1.0051,                 0.6449,                0.38962,                0.40486,                0.29813,                 1.3328,                 1.8215,                 1.5749,              0.0083863,              0.0083863,              0.0083863
                    165,                0.73199,                0.62556,                0.99832,                0.55871,                0.42325,                0.40691,                 0.2985,                  1.358,                 1.9153,                  1.567,              0.0083764,              0.0083764,              0.0083764
                    166,                0.72445,                0.61207,                 1.0042,                0.64541,                0.36426,                0.40943,                0.29856,                 1.2973,                 1.9319,                 1.5662,              0.0083665,              0.0083665,              0.0083665
                    167,                0.72462,                0.61549,                 1.0001,                0.68151,                 0.3688,                0.39945,                0.28217,                 1.3326,                 2.0821,                 1.5669,              0.0083566,              0.0083566,              0.0083566
                    168,                0.71574,                 0.6024,                0.99773,                0.68787,                0.36449,                0.41346,                0.28588,                 1.3139,                 1.9891,                 1.5699,              0.0083467,              0.0083467,              0.0083467
                    169,                0.72012,                0.61137,                0.99146,                0.75266,                0.37641,                0.42256,                0.30148,                 1.2605,                 1.9175,                 1.5443,              0.0083368,              0.0083368,              0.0083368
                    170,                0.70507,                0.59515,                0.99826,                0.60223,                0.40052,                0.39944,                0.28305,                 1.3228,                  1.945,                 1.5883,              0.0083269,              0.0083269,              0.0083269
                    171,                0.70732,                0.60651,                0.99322,                0.56609,                0.39951,                0.40232,                0.28468,                 1.3428,                 1.9734,                 1.5938,               0.008317,               0.008317,               0.008317
                    172,                0.70554,                0.58859,                0.98606,                0.58253,                 0.4415,                0.43545,                0.29822,                 1.3144,                 1.9108,                 1.5827,              0.0083071,              0.0083071,              0.0083071
                    173,                0.70895,                0.60015,                0.99455,                0.73614,                0.36466,                0.37542,                0.27725,                 1.2989,                 1.9962,                   1.53,              0.0082972,              0.0082972,              0.0082972
                    174,                0.69657,                0.58402,                  0.999,                0.63069,                0.37729,                0.38783,                0.27602,                 1.3345,                 1.9586,                 1.5641,              0.0082873,              0.0082873,              0.0082873
                    175,                0.69857,                0.58599,                0.98966,                0.63196,                0.37008,                 0.3899,                0.26569,                 1.3521,                 1.9911,                 1.5708,              0.0082774,              0.0082774,              0.0082774
                    176,                0.70422,                0.58688,                0.99159,                0.55751,                0.37572,                0.36208,                0.27403,                 1.3503,                 2.0149,                 1.5771,              0.0082675,              0.0082675,              0.0082675
                    177,                 0.6981,                0.59368,                0.99038,                0.55625,                0.45465,                0.45533,                 0.3151,                 1.3226,                 1.9234,                 1.5675,              0.0082576,              0.0082576,              0.0082576
                    178,                0.70469,                0.60439,                0.99614,                0.58582,                 0.4446,                0.43882,                0.30316,                 1.3343,                 1.9511,                 1.5813,              0.0082477,              0.0082477,              0.0082477
                    179,                0.69679,                0.59534,                0.98728,                0.62705,                0.40681,                0.45374,                0.29923,                 1.3648,                 1.9388,                 1.6145,              0.0082378,              0.0082378,              0.0082378
                    180,                 0.6884,                0.58439,                0.98625,                0.66569,                0.44693,                0.42778,                0.29156,                 1.3321,                 2.0031,                 1.5894,              0.0082279,              0.0082279,              0.0082279
                    181,                0.68182,                0.56892,                0.98368,                0.70502,                0.36402,                 0.4013,                0.27801,                 1.3263,                 2.0829,                 1.5555,               0.008218,               0.008218,               0.008218
                    182,                0.69931,                0.59232,                0.98277,                0.56369,                0.38569,                0.38029,                0.27027,                 1.3461,                 2.0002,                 1.5784,              0.0082081,              0.0082081,              0.0082081
                    183,                 0.6899,                0.57509,                0.98674,                0.66706,                0.38076,                0.39612,                0.27999,                 1.3191,                 2.0734,                 1.5473,              0.0081982,              0.0081982,              0.0081982
                    184,                0.68269,                0.56476,                0.98603,                0.64816,                0.41365,                0.39398,                0.28107,                 1.3156,                 1.9728,                 1.5548,              0.0081883,              0.0081883,              0.0081883
                    185,                0.67223,                 0.5662,                0.98153,                0.63971,                0.40929,                0.40891,                0.28928,                 1.3177,                 2.0031,                 1.5711,              0.0081784,              0.0081784,              0.0081784
                    186,                0.68743,                0.57099,                0.98448,                 0.7602,                0.35725,                0.39559,                 0.2796,                 1.2864,                 1.9525,                 1.5396,              0.0081685,              0.0081685,              0.0081685
                    187,                0.69153,                0.56615,                0.98386,                0.70436,                0.38676,                0.42706,                0.30229,                 1.2986,                 1.8806,                 1.5563,              0.0081586,              0.0081586,              0.0081586
                    188,                0.67868,                0.57164,                0.98063,                 0.6768,                0.38279,                0.38196,                0.28656,                 1.3021,                 2.0337,                 1.5294,              0.0081487,              0.0081487,              0.0081487
                    189,                0.68933,                0.57981,                0.98562,                0.70279,                0.37209,                0.40706,                0.29239,                 1.3166,                 1.9558,                 1.5545,              0.0081388,              0.0081388,              0.0081388
                    190,                0.66402,                 0.5474,                0.97954,                0.66451,                0.39255,                  0.394,                0.29476,                  1.331,                 2.0134,                 1.5796,              0.0081289,              0.0081289,              0.0081289
                    191,                0.69162,                0.57427,                0.98286,                0.75045,                0.39092,                0.39668,                0.29166,                 1.3274,                 2.0762,                 1.5718,               0.008119,               0.008119,               0.008119
                    192,                0.68283,                0.56335,                0.98337,                 0.7017,                 0.4007,                0.39767,                0.29506,                  1.329,                 2.0169,                 1.5543,              0.0081091,              0.0081091,              0.0081091
                    193,                0.67561,                0.55694,                  0.978,                0.60057,                0.40174,                0.38241,                0.28365,                 1.3177,                 2.0288,                 1.5678,              0.0080992,              0.0080992,              0.0080992
                    194,                0.68056,                0.56261,                0.98973,                 0.6327,                0.39885,                0.39178,                0.29199,                 1.2814,                 1.9801,                 1.5529,              0.0080893,              0.0080893,              0.0080893
                    195,                0.67586,                0.56078,                 0.9803,                0.59984,                0.37722,                0.39528,                0.28214,                 1.3279,                 2.0356,                 1.5823,              0.0080794,              0.0080794,              0.0080794
                    196,                 0.6764,                0.56799,                0.98213,                0.52102,                0.43552,                0.42645,                0.29732,                 1.3701,                  2.135,                 1.6079,              0.0080695,              0.0080695,              0.0080695
                    197,                0.68257,                0.56526,                0.98305,                0.66721,                0.38584,                0.40625,                0.28626,                 1.3767,                 1.9977,                   1.61,              0.0080596,              0.0080596,              0.0080596
                    198,                 0.6753,                0.55578,                 0.9764,                0.56228,                0.42634,                0.39779,                0.29069,                 1.3132,                 1.9499,                 1.5598,              0.0080497,              0.0080497,              0.0080497
                    199,                0.67531,                0.55962,                0.97764,                 0.7099,                0.36948,                0.38318,                0.28636,                 1.3153,                 2.0726,                 1.5747,              0.0080398,              0.0080398,              0.0080398
                    200,                0.67266,                0.55719,                0.97507,                0.63394,                0.38507,                0.40563,                0.29036,                  1.322,                 1.9572,                 1.5589,              0.0080299,              0.0080299,              0.0080299
                    201,                0.65569,                0.54608,                0.97056,                0.67185,                0.41824,                0.42911,                 0.3001,                 1.3441,                 1.9743,                 1.6113,                0.00802,                0.00802,                0.00802
                    202,                 0.6496,                0.53937,                0.97247,                0.58327,                0.40437,                0.40631,                0.30121,                 1.3255,                 1.9783,                 1.5936,              0.0080101,              0.0080101,              0.0080101
                    203,                0.67819,                0.55686,                0.98086,                0.68176,                 0.3799,                0.40368,                0.29814,                 1.3297,                  1.961,                 1.5733,              0.0080002,              0.0080002,              0.0080002
                    204,                 0.6753,                0.54366,                0.97524,                 0.6454,                0.40823,                0.44876,                0.31564,                 1.3075,                 1.9178,                 1.5647,              0.0079903,              0.0079903,              0.0079903
                    205,                0.67224,                0.54962,                0.97395,                0.47692,                0.40893,                0.41339,                0.28837,                 1.3175,                  2.009,                 1.5554,              0.0079804,              0.0079804,              0.0079804
                    206,                0.64545,                0.52828,                0.96537,                0.52729,                0.42523,                0.40147,                0.29004,                 1.3175,                 2.0304,                 1.5732,              0.0079705,              0.0079705,              0.0079705
                    207,                0.66862,                 0.5558,                0.98066,                0.65867,                 0.3847,                  0.405,                0.29661,                 1.3356,                 2.0608,                  1.584,              0.0079606,              0.0079606,              0.0079606
                    208,                0.65451,                0.53872,                0.97102,                0.54781,                0.44792,                0.41612,                0.29002,                 1.2939,                 1.9669,                  1.541,              0.0079507,              0.0079507,              0.0079507
                    209,                0.66527,                0.54548,                0.97283,                0.64259,                0.36177,                 0.4228,                0.29311,                 1.2864,                 1.9691,                 1.5503,              0.0079408,              0.0079408,              0.0079408
                    210,                0.64946,                0.52745,                0.97095,                0.61737,                0.42721,                0.44628,                0.30756,                 1.3072,                 1.9264,                 1.5577,              0.0079309,              0.0079309,              0.0079309
                    211,                0.66777,                0.53498,                0.96642,                0.63097,                0.42168,                0.42297,                0.29886,                 1.3245,                  1.927,                 1.5889,               0.007921,               0.007921,               0.007921
                    212,                0.65927,                0.53644,                0.97073,                0.68341,                0.36118,                0.38779,                0.28432,                 1.3018,                 1.9511,                 1.5831,              0.0079111,              0.0079111,              0.0079111
                    213,                0.64848,                0.52821,                0.96935,                0.68029,                0.37844,                0.41045,                0.30035,                 1.3317,                 2.0348,                 1.5758,              0.0079012,              0.0079012,              0.0079012
                    214,                0.66202,                 0.5409,                0.96794,                0.63528,                0.39319,                0.43613,                0.30319,                 1.3403,                 1.9436,                 1.6023,              0.0078913,              0.0078913,              0.0078913
                    215,                0.64748,                 0.5382,                0.96516,                0.65333,                0.41105,                0.39889,                0.28793,                 1.3204,                 1.9079,                 1.5765,              0.0078814,              0.0078814,              0.0078814
                    216,                0.65668,                0.53353,                0.96839,                0.56353,                 0.4279,                0.41702,                0.29022,                 1.3174,                 1.9239,                  1.603,              0.0078715,              0.0078715,              0.0078715
                    217,                0.66137,                0.54027,                0.97032,                 0.6371,                0.38645,                0.39792,                0.28749,                 1.3629,                 2.0701,                 1.5763,              0.0078616,              0.0078616,              0.0078616
                    218,                0.66389,                0.54147,                 0.9701,                0.56709,                 0.4308,                0.39623,                0.28707,                 1.3339,                 1.9653,                 1.5859,              0.0078517,              0.0078517,              0.0078517
                    219,                0.65806,                0.52146,                0.97149,                0.71798,                0.37536,                0.41713,                0.29385,                 1.3305,                 1.9419,                 1.5508,              0.0078418,              0.0078418,              0.0078418
                    220,                0.63684,                0.52172,                0.96344,                0.70681,                0.34931,                0.39006,                0.28356,                  1.344,                 1.9672,                  1.594,              0.0078319,              0.0078319,              0.0078319
                    221,                0.64326,                0.52806,                0.96567,                0.76045,                0.34597,                0.43416,                0.29808,                 1.3094,                 2.0676,                 1.5579,               0.007822,               0.007822,               0.007822
